thresh,auprc,auroc
0.75,0.8615526400677864,0.9620003565957891
0.8,0.8581038481664491,0.9604566906786761
0.85,0.8330299206849763,0.9534955059868617
0.9,0.7792551691544881,0.9413296331255359
0.925,0.7150029384868412,0.9230838592365042
0.95,0.5857726244788183,0.8770102557839343
0.975,0.3554037057143724,0.7305711644249495
0.99,0.2852091198572638,0.6466170944934897
